@RELATION sms

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE length NUMERIC
@ATTRIBUTE spec_char NUMERIC
@ATTRIBUTE is_cap NUMERIC
@ATTRIBUTE digits NUMERIC
@ATTRIBUTE message STRING

@DATA
ham, 65, 5, 1, 0, "S:-)if we have one good partnership going we will take lead:)"
ham, 135, 5, 4, 0, "Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx"
ham, 67, 3, 2, 0, "I'll text now! All creepy like so he won't think that we forgot"
ham, 94, 4, 3, 1, "Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham, 59, 5, 3, 0, "Oh really?? Did you make it on air? What's your talent?"
ham, 39, 2, 3, 0, "No prob. I will send to your email."
ham, 41, 4, 1, 0, "What is your record for one night? :)"
spam, 144, 9, 16, 28, "Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
ham, 37, 2, 1, 0, "Yay can't wait to party together!"
ham, 45, 3, 1, 0, "Easy ah?sen got selected means its good.."
ham, 67, 2, 2, 0, "You intrepid duo you! Have a great time and see you both soon. "
ham, 103, 5, 3, 0, "They are just making it easy to pay back. I have  # yrs to say but i can pay back earlier. You get?"
ham, 114, 13, 4, 3, "Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?"
ham, 9, 4, 1, 0, "Ok..."
ham, 42, 1, 1, 0, "When you guys planning on coming over?"
ham, 27, 1, 1, 0, "Then any special there?"
ham, 59, 2, 3, 0, "Moji just informed me that you saved our lives. Thanks."
ham, 48, 9, 1, 0, "As usual..iam fine, happy & doing well..:)"
ham, 43, 4, 2, 0, "So what about you. What do you remember"
ham, 58, 2, 3, 1, "Erm. I thought the contract ran out the4th of october."
spam, 123, 2, 18, 4, "Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
spam, 162, 10, 14, 19, "XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription "
ham, 163, 9, 7, 0, "Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham, 54, 3, 1, 1, "Anything lor but toa payoh got place 2 walk meh..."
ham, 66, 2, 2, 0, "Can't take any major roles in community outreach. You rock mel"
ham, 38, 5, 1, 0, "Oh just getting even with u.... u?"
ham, 207, 9, 5, 0, "I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
spam, 156, 4, 17, 16, "Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
ham, 56, 0, 1, 0, "Will it help if we propose going back again tomorrow"
ham, 54, 2, 2, 0, "I accidentally deleted the message. Resend please."
ham, 42, 1, 1, 0, "Shall i send that exe to your mail id."
ham, 38, 2, 1, 0, "Can u send me a copy of da report?"
ham, 166, 12, 7, 1, "How are you babes. Hope your doing ok. I had a bad nights sleep. I fell asleep at 5.I’m knackered and i’m dreading work tonight. What are thou upto tonight. X"
ham, 75, 1, 1, 0, "How long before you get reply, just defer admission til next semester"
ham, 161, 7, 114, 3, "HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH."
ham, 45, 3, 4, 0, "What's up. Do you want me to come online?"
ham, 372, 10, 7, 1, "Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance."
ham, 57, 3, 0, 0, "here is my new address -apples&pairs&all that malarky"
ham, 26, 5, 1, 0, "Yes.i'm in office da:)"
spam, 167, 9, 6, 21, "Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham, 162, 6, 4, 2, "So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
spam, 158, 0, 5, 17, "Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow"
ham, 85, 5, 3, 1, "Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet."
ham, 162, 2, 2, 3, "Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor."
ham, 38, 3, 2, 0, "Sorry, I can't help you on this."
spam, 126, 3, 8, 5, "Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021."
ham, 27, 2, 2, 0, "Yes, my reg is  Ciao!"
ham, 36, 3, 2, 0, "Sorry, I'll call later  # mins"
ham, 38, 4, 4, 0, "Found it, ENC  # , where you at?"
ham, 90, 4, 2, 0, "Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
ham, 7, 0, 1, 0, "Yup"
ham, 52, 2, 8, 0, "Goodmorning, today i am late for  DECIMAL min."
ham, 49, 3, 2, 0, "Reverse is cheating. That is not mathematics."
ham, 129, 6, 6, 0, "Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow"
spam, 168, 11, 26, 47, "+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50"
ham, 28, 0, 1, 0, "You unbelievable faglord"
ham, 85, 0, 2, 4, "Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 134, 4, 4, 0, "Where wuld I be without my baby? The thought alone mite break me and I don’t wanna go crazy but everyboy needs his lady xxxxxxxx"
ham, 34, 1, 2, 0, "I think i am disturbing her da"
spam, 160, 8, 6, 16, "As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
ham, 44, 2, 1, 0, "Lol, oh you got a friend for the dog ?"
ham, 30, 2, 1, 0, "St andre, virgil's cream"
spam, 150, 6, 29, 6, "Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham, 35, 3, 1, 0, "Dear umma she called me now :-)"
ham, 124, 6, 3, 0, "Today is song dedicated day.. Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
spam, 151, 11, 17, 33, "PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04"
ham, 42, 1, 1, 0, "Life style garments account no please."
ham, 47, 2, 2, 0, "These won't do. Have to move on to morphine"
ham, 28, 2, 2, 0, "Sorry, I'll call later"
ham, 31, 0, 1, 0, "So dont use hook up any how"
ham, 43, 0, 1, 0, "Lol alright i was thinkin that too haha"
ham, 28, 2, 2, 0, "I'm on the bus. Love you"
ham, 38, 2, 2, 0, "Sorry,in meeting I'll call later"
ham, 41, 2, 2, 0, "I dont know oh. Hopefully this month."
ham, 47, 6, 1, 0, "u bot notes oredi... Cos i juz rem i got..."
ham, 76, 2, 3, 1, "X course it 2yrs. Just so her messages on messenger lik you r sending me"
ham, 57, 1, 2, 0, "I had askd u a question some hours before. Its answer"
ham, 127, 9, 5, 2, "Awesome question with a cute answer: Someone asked a boy how is ur life? . . He smiled & answered: . . She is fine! Gudnite"
ham, 113, 2, 3, 0, "Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham, 57, 4, 3, 0, "Yes. Please leave at  # . So that at  #  we can leave"
ham, 118, 6, 11, 0, "I will reach office around  DECIMAL . & my mobile have problem. You cann't get my voice. So call you asa i'll free"
ham, 36, 2, 4, 0, "Nan sonathaya soladha. Why boss?"
ham, 147, 6, 3, 4, "Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! "
spam, 146, 7, 24, 26, "URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm"
ham, 103, 5, 1, 4, "Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya..."
ham, 45, 4, 1, 0, "Every monday..nxt week vl be completing.."
ham, 42, 4, 2, 0, "Great! I shoot big loads so get ready!"
ham, 76, 1, 2, 0, "Its like that hotel dusk game i think. You solve puzzles in a area thing"
spam, 163, 7, 28, 19, "A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 "
ham, 147, 21, 2, 0, "I€˜ll have a look at the frying pan in case it€˜s cheap or a book perhaps. No that€˜s silly a frying pan isn€˜t likely to be a book"
ham, 39, 3, 1, 0, "Ok set let u noe e details later..."
ham, 28, 0, 1, 0, "Pls dont forget to study"
ham, 37, 8, 1, 0, "K k :-):-) then watch some films."
ham, 53, 3, 1, 0, "Ok then i will come to ur home after half an hour"
spam, 77, 6, 8, 2, "RECPT 1/3. You have ordered a Ringtone. Your order is being processed..."
ham, 72, 6, 52, 0, "ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*"
spam, 171, 13, 7, 19, "Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham, 30, 3, 2, 1, "No dear i was sleeping :-P"
ham, 27, 2, 2, 0, "How are you holding up?"
ham, 67, 3, 2, 0, "I am not sure about night menu. . . I know only about noon menu"
ham, 38, 6, 3, 0, "Why de. You looking good only:-).."
ham, 38, 4, 3, 1, "Ok lor... Or u wan me go look 4 u?"
ham, 102, 1, 1, 0, "Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala."
spam, 165, 12, 25, 28, "Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham, 135, 15, 34, 0, "Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  #"
ham, 129, 3, 3, 0, "Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham, 9, 4, 1, 0, "Ok..."
ham, 33, 2, 8, 0, "This pay is  DECIMAL  lakhs:)"
ham, 127, 11, 16, 0, "Two fundamentals of cool life: Walk, like you are the KING...! OR Walk like you Dont care,whoever is the KING!... Gud nyt"
spam, 114, 11, 3, 3, "Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
ham, 63, 4, 1, 0, "Goodmorning,my grandfather expired..so am on leave today."
ham, 52, 2, 2, 0, "He also knows about lunch menu only da. . I know"
ham, 29, 7, 2, 0, "Babe ? I lost you ... :-("
ham, 160, 8, 3, 4, "Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham, 153, 3, 20, 8, "7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear"
spam, 151, 5, 2, 20, "You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810"
ham, 46, 0, 1, 0, "Somebody should go to andros and steal ice"
ham, 97, 6, 6, 0, "Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday."
ham, 33, 1, 1, 0, "Dont kick coco when he's down"
spam, 124, 5, 31, 11, "SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!"
ham, 26, 1, 4, 1, "Thanx a lot 4 ur help!"
ham, 42, 1, 2, 0, "Well thats nice. Too bad i cant eat it"
ham, 126, 1, 2, 0, "Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today"
ham, 28, 3, 1, 0, "Hey anyway i have to :-)"
ham, 33, 1, 1, 0, "Did u download the fring app?"
ham, 103, 16, 5, 0, "Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u..."
ham, 43, 1, 1, 0, "Have you laid your airtel line to rest?"
ham, 53, 3, 2, 0, "Oops, I'll let you know when my roommate's done"
ham, 30, 1, 1, 0, "Jos ask if u wana meet up?"
ham, 29, 0, 1, 0, "Will you be here for food"
ham, 29, 1, 2, 0, "Do you like Italian food?"
ham, 50, 2, 2, 1, "I might go 2 sch. Yar at e salon now v boring."
ham, 155, 5, 1, 1, "Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham, 68, 10, 3, 0, "I noe la... U wana pei bf oso rite... K lor, other days den..."
ham, 70, 1, 0, 0, "o turns out i had stereo love on mi phone under the unknown album."
ham, 49, 2, 2, 0, "No one interested. May be some business plan."
ham, 32, 4, 2, 0, "Jus finish watching tv... U?"
ham, 53, 3, 3, 0, "Hi. Hope you had a good day. Have a better night."
ham, 28, 1, 1, 0, "Your brother is a genius"
ham, 46, 4, 3, 0, "I'm fine. Hope you are good. Do take care."
ham, 31, 1, 21, 0, "PICK UR FONE UP NOW U DUMB?"
ham, 104, 6, 1, 0, "Just hopeing that wasn€˜t too pissed up to remember and has gone off to his sisters or something!"
ham, 43, 1, 1, 0, "Okey dokey swashbuckling stuff what oh."
ham, 35, 3, 1, 1, "Juz go google n search 4 qet..."
ham, 28, 5, 1, 0, "K..k..any special today?"
ham, 44, 1, 1, 0, "This is all just creepy and crazy to me."
ham, 93, 4, 1, 2, "Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
spam, 143, 8, 17, 22, "SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham, 123, 14, 4, 0, "Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham, 31, 1, 1, 0, "Yes when is the appt again?"
ham, 156, 8, 6, 0, "Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?"
spam, 163, 6, 18, 18, "Your free ringtone is waiting to be collected. Simply text the password MIX to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham, 30, 2, 1, 0, "Just sleeping..and surfing"
ham, 28, 0, 1, 0, "Sleeping nt feeling well"
ham, 21, 3, 1, 0, "U can call now..."
ham, 134, 11, 1, 1, "naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham, 52, 4, 1, 0, "Yes:)from last week itself i'm taking live call."
ham, 90, 9, 3, 0, "E admin building there? I might b slightly earlier... I'll call u when i'm reaching..."
ham, 139, 15, 8, 6, "1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  # . 5)Gently remove Ur hand.. Its interesting..:)"
ham, 71, 3, 2, 0, "Need a coffee run tomo?Can't believe it's that time of week already"
ham, 67, 4, 2, 0, "I've told him that i've returned it. That should i re order it."
ham, 146, 3, 3, 2, "Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng"
ham, 119, 13, 5, 1, "Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-("
ham, 39, 2, 2, 0, "Good morning princess! How are you?"
ham, 330, 13, 11, 0, "Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  # . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
spam, 147, 3, 8, 17, "You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
spam, 165, 13, 20, 15, "I want some! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
